num_qubits,function_type,num_x_gate,num_h_gate,num_cnot_gate,num_total_gate,real_time,sim_time,real_result,sim_result,backand_name,trials,realtimepertrials,simtimepertrials,hamming_dis
2,1,3,5,1,9,7.6074280739999995,0.001253128,01,01,ibmq_burlington,1024,0.0074291290000000005,1.223757863e-06,0
2,1,3,5,1,9,7.29400897,0.001287699,10,10,ibmq_burlington,1024,0.007123056,1.2575183064e-06,0
2,1,1,5,1,7,7.511161327000001,0.0013287070000000002,01,01,ibmq_burlington,1024,0.007335118000000001,1.2975651771e-06,0
2,1,1,5,2,8,7.637714624,0.001419544,11,11,ibmq_burlington,1024,0.007458706,1.3862736523e-06,0
2,1,1,5,1,7,7.356450081,0.001237392,10,10,ibmq_burlington,1024,0.007184033,1.2083910406e-06,0
2,1,5,5,2,12,6.995746136,0.0013782979999999998,11,11,ibmq_burlington,1024,0.006831783,1.345993951e-06,0
2,1,5,5,1,11,7.476093768999999,0.001309872,10,10,ibmq_burlington,1024,0.007300873,1.2791715562e-06,0
2,1,5,5,1,11,7.252155542000001,0.001334429,01,01,ibmq_burlington,1024,0.007082183000000001,1.3031531125e-06,0
2,0,1,5,0,6,7.25413084,0.0011188980000000001,00,00,ibmq_burlington,1024,0.007084111999999999,1.0926742107e-06,0
2,0,2,5,0,7,8.283390045,0.001134396,00,00,ibmq_burlington,1024,0.008089248,1.1078082025e-06,0
1,1,3,3,1,7,6.711092472000001,0.0014386179999999998,1,1,ibmq_burlington,1024,0.006553801,1.4049001038e-06,0
1,1,1,3,1,5,6.880000353,0.001077652,1,1,ibmq_burlington,1024,0.00671875,1.0523945093e-06,0
1,0,1,3,0,4,6.9699106220000004,0.001048326,0,0,ibmq_burlington,1024,0.006806553000000001,1.0237563401e-06,0
1,0,2,3,0,5,6.8455281260000005,0.00104022,0,0,ibmq_burlington,1024,0.006685086,1.0158400983e-06,0
